tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031500100,166,more than 87.9652605459057% of other census tracts,87.96526055,12.03473945,high                                                                            ,16.8221086,less than 70.5223880597015% of other census tracts,29.47761194,70.52238806,87,more than 61.4427860696517% of other census tracts,61.44278607,38.55721393,428
17031500200,184,more than 90.9429280397022% of other census tracts,90.94292804,9.05707196,highest                                                                         ,22.47017381,more than 62.4378109452736% of other census tracts,62.43781095,37.56218905,30,less than 75.2487562189055% of other census tracts,24.75124378,75.24875622,709
17031500300,110,more than 75.8064516129032% of other census tracts,75.80645161,24.19354839,high                                                                            ,19.71596954,less than 51.9900497512438% of other census tracts,48.00995025,51.99004975,105,more than 69.4029850746269% of other census tracts,69.40298507,30.59701493,473
17031510100,125,more than 79.5285359801489% of other census tracts,79.52853598,20.47146402,high                                                                            ,12.34880439,less than 89.8009950248756% of other census tracts,10.19900498,89.80099502,54,less than 56.9651741293532% of other census tracts,43.03482587,56.96517413,469
17031510200,138,more than 83.7468982630273% of other census tracts,83.74689826,16.25310174,highest                                                                         ,26.21239402,more than 80.8457711442786% of other census tracts,80.84577114,19.15422886,40,less than 66.7910447761194% of other census tracts,33.20895522,66.79104478,559
17031510300,33,less than 74.317617866005% of other census tracts,25.68238213,74.31761787,highest                                                                         ,24.82602784,more than 74.5024875621891% of other census tracts,74.50248756,25.49751244,46,less than 62.5621890547264% of other census tracts,37.43781095,62.56218905,664
17031520100,133,more than 82.258064516129% of other census tracts,82.25806452,17.74193548,high                                                                            ,15.30248659,less than 77.9850746268657% of other census tracts,22.01492537,77.98507463,148,more than 79.6019900497512% of other census tracts,79.60199005,20.39800995,400
17031520200,187,more than 91.6873449131514% of other census tracts,91.68734491,8.312655087,highest                                                                         ,10.81196672,less than 93.9054726368159% of other census tracts,6.094527363,93.90547264,261,more than 91.4179104477612% of other census tracts,91.41791045,8.582089552,490
17031520300,42,less than 66.5012406947891% of other census tracts,33.49875931,66.50124069,highest                                                                         ,17.42324891,less than 67.1641791044776% of other census tracts,32.8358209,67.1641791,341,more than 95.8955223880597% of other census tracts,95.89552239,4.104477612,528
17031520400,82,more than 61.6625310173697% of other census tracts,61.66253102,38.33746898,high                                                                            ,16.72538157,less than 71.1442786069652% of other census tracts,28.85572139,71.14427861,209,more than 87.5621890547264% of other census tracts,87.56218905,12.43781095,482
17031520500,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,high                                                                            ,18.82132535,less than 57.7114427860697% of other census tracts,42.28855721,57.71144279,318,more than 95.273631840796% of other census tracts,95.27363184,4.726368159,404
17031520600,21,less than 85.9801488833747% of other census tracts,14.01985112,85.98014888,high                                                                            ,17.73857358,less than 64.9253731343284% of other census tracts,35.07462687,64.92537313,230,more than 89.1791044776119% of other census tracts,89.17910448,10.82089552,447
17031530100,92,more than 66.8734491315136% of other census tracts,66.87344913,33.12655087,highest                                                                         ,21.42356522,more than 56.3432835820896% of other census tracts,56.34328358,43.65671642,16,less than 87.8109452736319% of other census tracts,12.18905473,87.81094527,693
